Date,Open,High,Low,Close,Adj Close,Volume
2013-03-25,2.473333,2.568000,2.451333,2.526000,2.526000,99630000
2013-04-01,2.824000,3.112000,2.680667,2.758000,2.758000,453175500
2013-04-08,2.798000,3.009333,2.688667,2.916667,2.916667,181395000
2013-04-15,2.900000,3.325333,2.834000,3.188667,3.188667,200398500
2013-04-22,3.240000,3.582667,3.183333,3.413333,3.413333,250818000
2013-04-29,3.450667,3.878667,3.413333,3.636667,3.636667,275013000
2013-05-06,3.759333,5.400000,3.674667,5.117333,5.117333,1122228000
2013-05-13,5.399333,6.474667,5.207333,6.100000,6.100000,1756135500
2013-05-20,6.074667,6.530000,5.536667,6.472000,6.472000,810915000
2013-05-27,6.770000,7.660000,6.515333,6.517333,6.517333,1141456500
2013-06-03,6.508000,6.860000,5.883333,6.802667,6.802667,906645000
2013-06-10,6.595333,6.834667,6.270000,6.686667,6.686667,575124000
2013-06-17,6.906667,7.142000,6.500000,6.636667,6.636667,693982500
2013-06-24,6.433333,7.350000,6.353333,7.157333,7.157333,510969000
2013-07-01,7.290667,8.126000,7.276667,8.006000,8.006000,518896500
2013-07-08,8.091333,8.662667,7.921333,8.660000,8.660000,612678000
2013-07-15,8.868667,8.884000,6.966667,7.978667,7.978667,1284175500
2013-07-22,7.992667,8.712000,7.970667,8.626000,8.626000,589809000
2013-07-29,8.621333,9.216667,8.545333,9.200000,9.200000,611266500
2013-08-05,9.334000,10.592000,8.824000,10.200000,10.200000,1107628500
2013-08-12,9.962000,10.033333,9.000000,9.466667,9.466667,789633000
2013-08-19,9.562000,10.820000,9.522000,10.789333,10.789333,663697500
2013-08-26,11.010000,11.533333,10.683333,11.266667,11.266667,1154137500
2013-09-02,11.560000,11.580000,11.010000,11.131333,11.131333,582627000
2013-09-09,10.874667,11.193333,10.567333,11.036000,11.036000,610590000
2013-09-16,11.200000,12.388667,10.890667,12.226000,12.226000,712617000
2013-09-23,12.298667,12.752000,11.807333,12.726667,12.726667,528454500
2013-09-30,12.600000,12.966667,11.200000,12.065333,12.065333,1135297500
2013-10-07,12.164000,12.448667,10.766667,11.913333,11.913333,866314500
2013-10-14,11.666667,12.586000,11.610000,12.226667,12.226667,593839500
2013-10-21,12.218667,12.226000,10.676667,11.310667,11.310667,819906000
2013-10-28,11.345333,11.366667,10.200000,10.811333,10.811333,703044000
2013-11-04,11.000000,12.095333,8.821333,9.196667,9.196667,1671327000
2013-11-11,9.400000,9.694667,8.940667,9.030000,9.030000,956175000
2013-11-18,9.018000,9.030000,7.862000,8.092000,8.092000,1197067500
2013-11-25,8.300000,8.706000,7.740000,8.485333,8.485333,693549000
2013-12-02,8.423333,9.662667,8.262000,9.157333,9.157333,956689500
2013-12-09,9.133333,10.120000,8.947333,9.843333,9.843333,724608000
