date,DGS5,DGS30,spread,spread_EWM(1),spread_EWM(10),spread_EWM(20),spread_EWM(50),spread_EWM(100),spread_EWM(200),spread_EWM(500),spread_EWM(1000)
1977-03-18,0.069,0.0776,-0.008599999999999997,-0.00863952103089437,-0.00873888205935068,-0.008767635747537224,-0.008792749329346213,-0.008802537764573105,-0.008807701042295552,-0.008810885036718504,-0.008811960683186215
1977-03-21,0.0688,0.0774,-0.008599999999999997,-0.00861976050543572,-0.008727349847591983,-0.008757484482866245,-0.00878335457925532,-0.008793399164905544,-0.008798692519496177,-0.008801955331598063,-0.008803057388975511
1977-03-22,0.0687,0.07769999999999999,-0.008999999999999994,-0.008809880300878955,-0.008749631582580552,-0.008771791119782837,-0.00879355722135246,-0.008802377984874493,-0.008807088625099862,-0.008810011361020812,-0.008811001666705738
1977-03-23,0.0688,0.07780000000000001,-0.009000000000000008,-0.00890494016247975,-0.008769794866410779,-0.008784926322639242,-0.008802965827574637,-0.008810663725214102,-0.008814838142501573,-0.00881744750387237,-0.008818334766229643
1977-03-24,0.069,0.07780000000000001,-0.008800000000000002,-0.00885247007791695,-0.008772194858592996,-0.008785774014670542,-0.008802834827127945,-0.008810231752493475,-0.008814263181510459,-0.008816789454122105,-0.008817649494362595
1977-03-25,0.0694,0.07780000000000001,-0.008400000000000005,-0.008626235031794752,-0.008742986379739354,-0.008764550002287801,-0.008785566633061886,-0.008794154061332432,-0.00879875811865412,-0.00880162091330103,-0.008802591967007365
1977-03-28,0.0696,0.078,-0.008400000000000005,-0.008513117514106447,-0.008716376337489569,-0.008744905281343222,-0.008769506023208135,-0.008779189598717381,-0.00878432369313176,-0.008787498805852662,-0.00878857302063869
1977-03-29,0.0693,0.078,-0.0087,-0.008606558757792928,-0.008715119152633573,-0.008742532482145493,-0.008766689330019355,-0.008776273649563253,-0.008781368069515683,-0.0087845226322146,-0.008785590543765643
1977-03-30,0.0695,0.078,-0.008499999999999994,-0.008553279378685575,-0.008698765096486242,-0.008729953236682297,-0.008756163532625606,-0.008766396083561737,-0.008771807875735388,-0.008775150706619885,-0.008776281014927067
1977-03-31,0.0694,0.0779,-0.008499999999999994,-0.008526639689290063,-0.008683789947264592,-0.008718235043085689,-0.008746306507752655,-0.008757138700798191,-0.008762846010197584,-0.008766364715326873,-0.008767553403773588
1977-04-01,0.0692,0.07780000000000001,-0.00860000000000001,-0.008563319844681333,-0.008677529557941571,-0.008712310005752106,-0.008740812486731954,-0.008751825982538125,-0.008757630674465852,-0.00876120989087341,-0.008762419089511992
1977-04-04,0.0694,0.07780000000000001,-0.008400000000000005,-0.008481659922300266,-0.008656953289970456,-0.008696906617766545,-0.008728311802970144,-0.008740242671794666,-0.008746495229945053,-0.00875033953243149,-0.008751636473519965
1977-04-05,0.0695,0.07780000000000001,-0.008300000000000002,-0.008390829961127666,-0.008630676982851452,-0.008677625036953652,-0.008712953609404982,-0.008726115902893164,-0.008732967248695421,-0.008737165104112902,-0.00873857891874768
1977-04-06,0.0695,0.07780000000000001,-0.008300000000000002,-0.008345414980558217,-0.008606495648981043,-0.00865954263204265,-0.008698466153347803,-0.008712778297608999,-0.008720192007552604,-0.008724722840927035,-0.008726246874175827
1977-04-07,0.0693,0.07780000000000001,-0.008500000000000008,-0.008422707490283893,-0.008598755644465926,-0.008652007151881457,-0.008691648773243363,-0.008706276837786167,-0.008713859895933415,-0.008718495558415869,-0.008720055034923698
1977-04-11,0.0684,0.0776,-0.0092,-0.00894090249677198,-0.008645083577724628,-0.008678410906008094,-0.008708989335737128,-0.008721113517832993,-0.00872754100889861,-0.008731513798485035,-0.008732857354418037
1977-04-12,0.0683,0.0776,-0.009300000000000003,-0.009146101070046948,-0.008695043213830573,-0.008707943749224524,-0.008728747562751691,-0.008738115918935972,-0.008743263269970011,-0.008746499331279339,-0.008747602529459459
1977-04-13,0.0681,0.0776,-0.009500000000000008,-0.009334847166022692,-0.008755881696305678,-0.008745076434446938,-0.00875403426150333,-0.008760001495438515,-0.008763559411791468,-0.008765877940059275,-0.008766681344220565
1977-04-14,0.06559999999999999,0.07629999999999999,-0.010700000000000001,-0.010039442177109162,-0.008901563066975215,-0.008835566067793454,-0.008816644936959713,-0.008814539205400738,-0.008814310346242934,-0.008814438285176555,-0.008814525162855446
1977-04-15,0.066,0.0765,-0.010499999999999995,-0.010273376309371402,-0.00902039422948542,-0.008911679062083278,-0.008869827274489768,-0.00886093742716113,-0.008857506848629805,-0.00885577734303651,-0.008855255853400239
1977-04-18,0.0661,0.0764,-0.01029999999999999,-0.010286792972365342,-0.009114826367086647,-0.008974433613432042,-0.008914219482195484,-0.008899752272313198,-0.00889366976329773,-0.0088903963800149,-0.008889368399720179
1977-04-19,0.0666,0.0767,-0.010099999999999998,-0.01019303022545252,-0.00918703679288863,-0.009024750759424792,-0.008950400874662067,-0.008931488938765934,-0.008923272424018979,-0.008918751032607163,-0.008917312757744034
1977-04-20,0.06709999999999999,0.07690000000000001,-0.009800000000000017,-0.009996130543034021,-0.009231682638113366,-0.009059042511572454,-0.008975897505444131,-0.008954013894453843,-0.008944342667796965,-0.008938962842569542,-0.008937241164396209
1977-04-21,0.0672,0.07690000000000001,-0.009700000000000014,-0.009847920535181215,-0.009265594016338462,-0.009087108690506784,-0.008997280634648433,-0.008972999889711413,-0.008962137163339818,-0.0089560493297268,-0.00895409316036217
1977-04-22,0.068,0.07730000000000001,-0.009300000000000003,-0.009573826432579565,-0.009268071901824404,-0.009096340975917333,-0.0090060813694019,-0.008981170810578424,-0.00896993660111437,-0.008963612243744689,-0.008961575323140953
1977-04-25,0.0682,0.0776,-0.009400000000000006,-0.009486891992061142,-0.009277525475529364,-0.009109388139952618,-0.009017360840644969,-0.008991450456016998,-0.008979673371483326,-0.008973013993873104,-0.008970864212010625
1977-04-26,0.0676,0.0774,-0.009800000000000003,-0.009643465108959883,-0.009314789671027864,-0.009138799467322893,-0.009039442656493736,-0.009010951383036581,-0.008997896297659442,-0.008990478904920121,-0.008988078297548805
1977-04-27,0.0675,0.0775,-0.009999999999999995,-0.00982174343572547,-0.009363448658494408,-0.009175165739456771,-0.009066158385708963,-0.009034402052976419,-0.009019747454543219,-0.009011386157428213,-0.009008673963463752
1977-04-28,0.0678,0.0776,-0.009800000000000003,-0.009810871386074112,-0.009394324641603133,-0.009201337217726594,-0.00908628583100363,-0.009052254659358328,-0.009036454582299232,-0.00902740877247473,-0.009024469302465836
1977-04-29,0.069,0.078,-0.008999999999999994,-0.009405429506484935,-0.009366539700070047,-0.009192969563351073,-0.009083951118518264,-0.009051055832318654,-0.009035687766386346,-0.009026862243311593,-0.009023990113478906
1977-05-02,0.0694,0.078,-0.008599999999999997,-0.009002711680749289,-0.009312715823882631,-0.009168508888777571,-0.00907102817618435,-0.009040871012422642,-0.009026681435718428,-0.009018505690108041,-0.009015840940926577
